1,719744
2,663870
4,464769
8,266130
16,239086
32,244896
64,241032
128,218920
1,714556
2,675236
4,504350
8,408852
16,351612
32,293980
64,213077
128,211641
1,711560
2,613862
4,518683
8,325955
16,231099
32,207726
64,210922
128,205223
1,782547
2,632064
4,419160
8,303830
16,332470
32,254224
64,241044
128,243945
1,717749
2,458401
4,333069
8,336353
16,249462
32,247881
64,238205
128,246430
